,FOLDER,IN FILE,MANUAL ID,OFFSET,DURATION,CLIP LENGTH,CHANNEL,SAMPLE RATE
5359,AM24_samples_split,20190702_200000.WAV,bird,30.0,3.0,60.0,0,44100
5344,AM24_samples_split,20190702_200000.WAV,bird,33.0,3.0,60.0,0,44100
5320,AM24_samples_split,20190702_200000.WAV,bird,36.0,3.0,60.0,0,44100
5343,AM24_samples_split,20190702_200000.WAV,bird,39.0,3.0,60.0,0,44100
5361,AM24_samples_split,20190702_200000.WAV,bird,42.0,3.0,60.0,0,44100
5378,AM24_samples_split,20190702_200000.WAV,bird,45.0,3.0,60.0,0,44100
5392,AM24_samples_split,20190702_200000.WAV,bird,48.0,3.0,60.0,0,44100
5381,AM24_samples_split,20190702_200000.WAV,bird,51.0,3.0,60.0,0,44100
5673,AM24_samples_split,20190702_200000.WAV,bird,54.0,3.0,60.0,0,44100
5700,AM24_samples_split,20190702_200000.WAV,bird,57.0,3.0,60.0,0,44100
5426,AM24_samples_split,20190702_200000.WAV,bird,6.0,3.0,60.0,0,44100
5405,AM24_samples_split,20190702_200000.WAV,bird,9.0,3.0,60.0,0,44100
5508,AM24_samples_split,20190702_200000.WAV,bird,12.0,3.0,60.0,0,44100
5487,AM24_samples_split,20190702_200000.WAV,bird,15.0,3.0,60.0,0,44100
5526,AM24_samples_split,20190702_200000.WAV,bird,18.0,3.0,60.0,0,44100
5549,AM24_samples_split,20190702_200000.WAV,bird,21.0,3.0,60.0,0,44100
5599,AM24_samples_split,20190702_200000.WAV,bird,24.0,3.0,60.0,0,44100
5586,AM24_samples_split,20190702_200000.WAV,bird,27.0,3.0,60.0,0,44100
5514,AM24_samples_split,20190705_105000.WAV,bird,0.0,3.0,60.0,0,44100
5481,AM24_samples_split,20190705_105000.WAV,bird,3.0,3.0,60.0,0,44100
5639,AM24_samples_split,20190705_105000.WAV,bird,30.0,3.0,60.0,0,44100
5630,AM24_samples_split,20190705_105000.WAV,bird,33.0,3.0,60.0,0,44100
5612,AM24_samples_split,20190705_105000.WAV,bird,36.0,3.0,60.0,0,44100
5619,AM24_samples_split,20190705_105000.WAV,bird,39.0,3.0,60.0,0,44100
5562,AM24_samples_split,20190705_105000.WAV,bird,42.0,3.0,60.0,0,44100
5574,AM24_samples_split,20190705_105000.WAV,bird,45.0,3.0,60.0,0,44100
5597,AM24_samples_split,20190705_105000.WAV,bird,48.0,3.0,60.0,0,44100
5588,AM24_samples_split,20190705_105000.WAV,bird,51.0,3.0,60.0,0,44100
5530,AM24_samples_split,20190705_105000.WAV,bird,54.0,3.0,60.0,0,44100
5544,AM24_samples_split,20190705_105000.WAV,bird,57.0,3.0,60.0,0,44100
5520,AM24_samples_split,20190705_105000.WAV,bird,6.0,3.0,60.0,0,44100
5555,AM24_samples_split,20190705_105000.WAV,bird,9.0,3.0,60.0,0,44100
5439,AM24_samples_split,20190705_105000.WAV,bird,12.0,3.0,60.0,0,44100
5476,AM24_samples_split,20190705_105000.WAV,bird,15.0,3.0,60.0,0,44100
5436,AM24_samples_split,20190705_105000.WAV,bird,18.0,3.0,60.0,0,44100
5395,AM24_samples_split,20190705_105000.WAV,bird,21.0,3.0,60.0,0,44100
5606,AM24_samples_split,20190705_105000.WAV,bird,24.0,3.0,60.0,0,44100
5625,AM24_samples_split,20190705_105000.WAV,bird,27.0,3.0,60.0,0,44100
5446,AM24_samples_split,20190708_115000.WAV,bird,0.0,3.0,60.0,0,44100
5469,AM24_samples_split,20190708_115000.WAV,bird,3.0,3.0,60.0,0,44100
5464,AM24_samples_split,20190708_115000.WAV,bird,30.0,3.0,60.0,0,44100
5409,AM24_samples_split,20190708_115000.WAV,bird,36.0,3.0,60.0,0,44100
5422,AM24_samples_split,20190708_115000.WAV,bird,39.0,3.0,60.0,0,44100
5493,AM24_samples_split,20190708_115000.WAV,bird,42.0,3.0,60.0,0,44100
5502,AM24_samples_split,20190708_115000.WAV,bird,45.0,3.0,60.0,0,44100
5542,AM24_samples_split,20190708_115000.WAV,bird,48.0,3.0,60.0,0,44100
5533,AM24_samples_split,20190708_115000.WAV,bird,51.0,3.0,60.0,0,44100
5591,AM24_samples_split,20190708_115000.WAV,bird,54.0,3.0,60.0,0,44100
5594,AM24_samples_split,20190708_115000.WAV,bird,57.0,3.0,60.0,0,44100
5427,AM24_samples_split,20190708_115000.WAV,bird,6.0,3.0,60.0,0,44100
5404,AM24_samples_split,20190708_115000.WAV,bird,9.0,3.0,60.0,0,44100
5507,AM24_samples_split,20190708_115000.WAV,bird,12.0,3.0,60.0,0,44100
5488,AM24_samples_split,20190708_115000.WAV,bird,15.0,3.0,60.0,0,44100
5527,AM24_samples_split,20190708_115000.WAV,bird,18.0,3.0,60.0,0,44100
5548,AM24_samples_split,20190708_115000.WAV,bird,21.0,3.0,60.0,0,44100
5598,AM24_samples_split,20190708_115000.WAV,bird,24.0,3.0,60.0,0,44100
5587,AM24_samples_split,20190708_115000.WAV,bird,27.0,3.0,60.0,0,44100
5522,AM24_samples_split,20190710_202000.WAV,bird,30.0,3.0,60.0,0,44100
5552,AM24_samples_split,20190710_202000.WAV,bird,33.0,3.0,60.0,0,44100
5513,AM24_samples_split,20190710_202000.WAV,bird,36.0,3.0,60.0,0,44100
5483,AM24_samples_split,20190710_202000.WAV,bird,39.0,3.0,60.0,0,44100
5629,AM24_samples_split,20190710_202000.WAV,bird,57.0,3.0,60.0,0,44100
5736,AM24_samples_split,20190710_202000.WAV,bird,6.0,3.0,60.0,0,44100
5753,AM24_samples_split,20190710_202000.WAV,bird,9.0,3.0,60.0,0,44100
5649,AM24_samples_split,20190710_202000.WAV,bird,21.0,3.0,60.0,0,44100
5363,AM24_samples_split,20190710_202000.WAV,bird,24.0,3.0,60.0,0,44100
5376,AM24_samples_split,20190710_202000.WAV,bird,27.0,3.0,60.0,0,44100
490,AM25_samples_split,20190617_064000.WAV,bird,3.0,3.0,60.0,0,44100
492,AM25_samples_split,20190617_064000.WAV,bird,36.0,3.0,60.0,0,44100
535,AM25_samples_split,20190617_064000.WAV,bird,39.0,3.0,60.0,0,44100
621,AM25_samples_split,20190617_064000.WAV,bird,42.0,3.0,60.0,0,44100
616,AM25_samples_split,20190617_064000.WAV,bird,51.0,3.0,60.0,0,44100
878,AM25_samples_split,20190617_064000.WAV,bird,54.0,3.0,60.0,0,44100
657,AM25_samples_split,20190617_064000.WAV,bird,57.0,3.0,60.0,0,44100
920,AM25_samples_split,20190617_064000.WAV,bird,15.0,3.0,60.0,0,44100
600,AM25_samples_split,20190617_064000.WAV,bird,18.0,3.0,60.0,0,44100
728,AM25_samples_split,20190617_110000.WAV,bird,0.0,3.0,60.0,0,44100
905,AM25_samples_split,20190617_110000.WAV,bird,3.0,3.0,60.0,0,44100
809,AM25_samples_split,20190617_110000.WAV,bird,30.0,3.0,60.0,0,44100
933,AM25_samples_split,20190617_110000.WAV,bird,33.0,3.0,60.0,0,44100
658,AM25_samples_split,20190617_110000.WAV,bird,36.0,3.0,60.0,0,44100
689,AM25_samples_split,20190617_110000.WAV,bird,39.0,3.0,60.0,0,44100
638,AM25_samples_split,20190617_110000.WAV,bird,45.0,3.0,60.0,0,44100
560,AM25_samples_split,20190617_110000.WAV,bird,48.0,3.0,60.0,0,44100
642,AM25_samples_split,20190617_110000.WAV,bird,54.0,3.0,60.0,0,44100
756,AM25_samples_split,20190617_110000.WAV,bird,57.0,3.0,60.0,0,44100
517,AM25_samples_split,20190617_110000.WAV,bird,6.0,3.0,60.0,0,44100
801,AM25_samples_split,20190617_110000.WAV,bird,9.0,3.0,60.0,0,44100
550,AM25_samples_split,20190617_110000.WAV,bird,12.0,3.0,60.0,0,44100
730,AM25_samples_split,20190617_110000.WAV,bird,15.0,3.0,60.0,0,44100
555,AM25_samples_split,20190617_110000.WAV,bird,18.0,3.0,60.0,0,44100
509,AM25_samples_split,20190617_110000.WAV,bird,21.0,3.0,60.0,0,44100
912,AM25_samples_split,20190617_110000.WAV,bird,24.0,3.0,60.0,0,44100
692,AM25_samples_split,20190617_110000.WAV,bird,27.0,3.0,60.0,0,44100
672,AM25_samples_split,20190619_035000.WAV,bird,42.0,3.0,60.0,0,44100
484,AM25_samples_split,20190619_035000.WAV,bird,51.0,3.0,60.0,0,44100
911,AM25_samples_split,20190619_035000.WAV,bird,57.0,3.0,60.0,0,44100
633,AM25_samples_split,20190619_035000.WAV,bird,6.0,3.0,60.0,0,44100
690,AM25_samples_split,20190619_035000.WAV,bird,18.0,3.0,60.0,0,44100
776,AM25_samples_split,20190619_035000.WAV,bird,24.0,3.0,60.0,0,44100
553,AM25_samples_split,20190619_035000.WAV,bird,27.0,3.0,60.0,0,44100
636,AM25_samples_split,20190619_135000.WAV,bird,0.0,3.0,60.0,0,44100
779,AM25_samples_split,20190619_135000.WAV,bird,3.0,3.0,60.0,0,44100
559,AM25_samples_split,20190619_135000.WAV,bird,30.0,3.0,60.0,0,44100
904,AM25_samples_split,20190619_135000.WAV,bird,33.0,3.0,60.0,0,44100
850,AM25_samples_split,20190619_135000.WAV,bird,36.0,3.0,60.0,0,44100
516,AM25_samples_split,20190619_135000.WAV,bird,39.0,3.0,60.0,0,44100
727,AM25_samples_split,20190619_135000.WAV,bird,42.0,3.0,60.0,0,44100
699,AM25_samples_split,20190619_135000.WAV,bird,45.0,3.0,60.0,0,44100
909,AM25_samples_split,20190619_135000.WAV,bird,48.0,3.0,60.0,0,44100
838,AM25_samples_split,20190619_135000.WAV,bird,51.0,3.0,60.0,0,44100
763,AM25_samples_split,20190619_135000.WAV,bird,54.0,3.0,60.0,0,44100
832,AM25_samples_split,20190619_135000.WAV,bird,57.0,3.0,60.0,0,44100
503,AM25_samples_split,20190619_135000.WAV,bird,6.0,3.0,60.0,0,44100
827,AM25_samples_split,20190619_135000.WAV,bird,9.0,3.0,60.0,0,44100
845,AM25_samples_split,20190619_135000.WAV,bird,12.0,3.0,60.0,0,44100
482,AM25_samples_split,20190619_135000.WAV,bird,15.0,3.0,60.0,0,44100
704,AM25_samples_split,20190619_135000.WAV,bird,18.0,3.0,60.0,0,44100
554,AM25_samples_split,20190619_135000.WAV,bird,21.0,3.0,60.0,0,44100
580,AM25_samples_split,20190619_135000.WAV,bird,24.0,3.0,60.0,0,44100
641,AM25_samples_split,20190619_135000.WAV,bird,27.0,3.0,60.0,0,44100
651,AM25_samples_split,20190620_175000.WAV,bird,9.0,3.0,60.0,0,44100
854,AM25_samples_split,20190621_072000.WAV,bird,39.0,3.0,60.0,0,44100
742,AM25_samples_split,20190621_072000.WAV,bird,48.0,3.0,60.0,0,44100
500,AM25_samples_split,20190621_072000.WAV,bird,54.0,3.0,60.0,0,44100
491,AM25_samples_split,20190621_072000.WAV,bird,27.0,3.0,60.0,0,44100
585,AM25_samples_split,20190622_050000.WAV,bird,30.0,3.0,60.0,0,44100
706,AM25_samples_split,20190622_050000.WAV,bird,33.0,3.0,60.0,0,44100
608,AM25_samples_split,20190622_050000.WAV,bird,36.0,3.0,60.0,0,44100
614,AM25_samples_split,20190622_050000.WAV,bird,42.0,3.0,60.0,0,44100
923,AM25_samples_split,20190622_050000.WAV,bird,45.0,3.0,60.0,0,44100
619,AM25_samples_split,20190622_050000.WAV,bird,48.0,3.0,60.0,0,44100
783,AM25_samples_split,20190622_050000.WAV,bird,51.0,3.0,60.0,0,44100
768,AM25_samples_split,20190622_050000.WAV,bird,54.0,3.0,60.0,0,44100
572,AM25_samples_split,20190622_050000.WAV,bird,57.0,3.0,60.0,0,44100
829,AM25_samples_split,20190622_050000.WAV,bird,12.0,3.0,60.0,0,44100
833,AM25_samples_split,20190622_050000.WAV,bird,18.0,3.0,60.0,0,44100
930,AM25_samples_split,20190622_050000.WAV,bird,21.0,3.0,60.0,0,44100
726,AM25_samples_split,20190622_050000.WAV,bird,24.0,3.0,60.0,0,44100
543,AM25_samples_split,20190622_114000.WAV,bird,0.0,3.0,60.0,0,44100
578,AM25_samples_split,20190622_114000.WAV,bird,33.0,3.0,60.0,0,44100
683,AM25_samples_split,20190622_114000.WAV,bird,36.0,3.0,60.0,0,44100
897,AM25_samples_split,20190622_114000.WAV,bird,39.0,3.0,60.0,0,44100
519,AM25_samples_split,20190622_114000.WAV,bird,42.0,3.0,60.0,0,44100
681,AM25_samples_split,20190622_114000.WAV,bird,45.0,3.0,60.0,0,44100
649,AM25_samples_split,20190622_114000.WAV,bird,54.0,3.0,60.0,0,44100
685,AM25_samples_split,20190622_114000.WAV,bird,57.0,3.0,60.0,0,44100
711,AM25_samples_split,20190622_114000.WAV,bird,15.0,3.0,60.0,0,44100
764,AM25_samples_split,20190622_114000.WAV,bird,18.0,3.0,60.0,0,44100
723,AM25_samples_split,20190622_114000.WAV,bird,21.0,3.0,60.0,0,44100
542,AM25_samples_split,20190622_114000.WAV,bird,24.0,3.0,60.0,0,44100
686,AM25_samples_split,20190623_000000.WAV,bird,48.0,3.0,60.0,0,44100
612,AM25_samples_split,20190623_000000.WAV,bird,54.0,3.0,60.0,0,44100
514,AM25_samples_split,20190623_000000.WAV,bird,6.0,3.0,60.0,0,44100
625,AM25_samples_split,20190623_000000.WAV,bird,15.0,3.0,60.0,0,44100
587,AM25_samples_split,20190623_202000.WAV,bird,33.0,3.0,60.0,0,44100
863,AM25_samples_split,20190623_202000.WAV,bird,48.0,3.0,60.0,0,44100
786,AM25_samples_split,20190623_202000.WAV,bird,51.0,3.0,60.0,0,44100
498,AM25_samples_split,20190623_202000.WAV,bird,54.0,3.0,60.0,0,44100
664,AM25_samples_split,20190623_202000.WAV,bird,57.0,3.0,60.0,0,44100
538,AM25_samples_split,20190624_033000.WAV,bird,36.0,3.0,60.0,0,44100
782,AM25_samples_split,20190624_033000.WAV,bird,51.0,3.0,60.0,0,44100
548,AM25_samples_split,20190624_033000.WAV,bird,18.0,3.0,60.0,0,44100
913,AM25_samples_split,20190624_033000.WAV,bird,24.0,3.0,60.0,0,44100
737,AM25_samples_split,20190625_034000.WAV,bird,0.0,3.0,60.0,0,44100
629,AM25_samples_split,20190625_034000.WAV,bird,3.0,3.0,60.0,0,44100
867,AM25_samples_split,20190625_034000.WAV,bird,51.0,3.0,60.0,0,44100
601,AM25_samples_split,20190625_034000.WAV,bird,54.0,3.0,60.0,0,44100
662,AM25_samples_split,20190625_034000.WAV,bird,6.0,3.0,60.0,0,44100
622,AM25_samples_split,20190625_034000.WAV,bird,12.0,3.0,60.0,0,44100
910,AM25_samples_split,20190625_034000.WAV,bird,15.0,3.0,60.0,0,44100
755,AM25_samples_split,20190625_034000.WAV,bird,21.0,3.0,60.0,0,44100
840,AM25_samples_split,20190625_034000.WAV,bird,24.0,3.0,60.0,0,44100
666,AM25_samples_split,20190625_034000.WAV,bird,27.0,3.0,60.0,0,44100
669,AM25_samples_split,20190628_232000.WAV,bird,3.0,3.0,60.0,0,44100
634,AM25_samples_split,20190628_232000.WAV,bird,12.0,3.0,60.0,0,44100
604,AM25_samples_split,20190628_232000.WAV,bird,21.0,3.0,60.0,0,44100
921,AM25_samples_split,20190629_025000.WAV,bird,24.0,3.0,60.0,0,44100
611,AM25_samples_split,20190629_092000.WAV,bird,30.0,3.0,60.0,0,44100
505,AM25_samples_split,20190629_092000.WAV,bird,39.0,3.0,60.0,0,44100
759,AM25_samples_split,20190629_092000.WAV,bird,48.0,3.0,60.0,0,44100
860,AM25_samples_split,20190629_092000.WAV,bird,54.0,3.0,60.0,0,44100
812,AM25_samples_split,20190629_092000.WAV,bird,24.0,3.0,60.0,0,44100
846,AM25_samples_split,20190629_124000.WAV,bird,0.0,3.0,60.0,0,44100
881,AM25_samples_split,20190629_124000.WAV,bird,3.0,3.0,60.0,0,44100
810,AM25_samples_split,20190629_124000.WAV,bird,30.0,3.0,60.0,0,44100
570,AM25_samples_split,20190629_124000.WAV,bird,33.0,3.0,60.0,0,44100
794,AM25_samples_split,20190629_124000.WAV,bird,36.0,3.0,60.0,0,44100
528,AM25_samples_split,20190629_124000.WAV,bird,39.0,3.0,60.0,0,44100
754,AM25_samples_split,20190629_124000.WAV,bird,45.0,3.0,60.0,0,44100
793,AM25_samples_split,20190629_124000.WAV,bird,48.0,3.0,60.0,0,44100
671,AM25_samples_split,20190629_124000.WAV,bird,57.0,3.0,60.0,0,44100
822,AM25_samples_split,20190629_124000.WAV,bird,6.0,3.0,60.0,0,44100
534,AM25_samples_split,20190629_124000.WAV,bird,9.0,3.0,60.0,0,44100
531,AM25_samples_split,20190629_124000.WAV,bird,12.0,3.0,60.0,0,44100
609,AM25_samples_split,20190629_124000.WAV,bird,15.0,3.0,60.0,0,44100
495,AM25_samples_split,20190629_124000.WAV,bird,18.0,3.0,60.0,0,44100
481,AM25_samples_split,20190629_124000.WAV,bird,21.0,3.0,60.0,0,44100
900,AM25_samples_split,20190629_124000.WAV,bird,24.0,3.0,60.0,0,44100
869,AM25_samples_split,20190629_124000.WAV,bird,27.0,3.0,60.0,0,44100
581,AM25_samples_split,20190630_060000.WAV,bird,39.0,3.0,60.0,0,44100
932,AM25_samples_split,20190701_203000.WAV,bird,0.0,3.0,60.0,0,44100
771,AM25_samples_split,20190701_203000.WAV,bird,3.0,3.0,60.0,0,44100
814,AM25_samples_split,20190701_203000.WAV,bird,30.0,3.0,60.0,0,44100
703,AM25_samples_split,20190701_203000.WAV,bird,33.0,3.0,60.0,0,44100
871,AM25_samples_split,20190701_203000.WAV,bird,36.0,3.0,60.0,0,44100
928,AM25_samples_split,20190701_203000.WAV,bird,39.0,3.0,60.0,0,44100
630,AM25_samples_split,20190701_203000.WAV,bird,42.0,3.0,60.0,0,44100
919,AM25_samples_split,20190701_203000.WAV,bird,45.0,3.0,60.0,0,44100
753,AM25_samples_split,20190701_203000.WAV,bird,48.0,3.0,60.0,0,44100
849,AM25_samples_split,20190701_203000.WAV,bird,51.0,3.0,60.0,0,44100
758,AM25_samples_split,20190701_203000.WAV,bird,54.0,3.0,60.0,0,44100
806,AM25_samples_split,20190701_203000.WAV,bird,57.0,3.0,60.0,0,44100
646,AM25_samples_split,20190701_203000.WAV,bird,6.0,3.0,60.0,0,44100
853,AM25_samples_split,20190701_203000.WAV,bird,9.0,3.0,60.0,0,44100
861,AM25_samples_split,20190701_203000.WAV,bird,12.0,3.0,60.0,0,44100
856,AM25_samples_split,20190701_203000.WAV,bird,15.0,3.0,60.0,0,44100
661,AM25_samples_split,20190701_203000.WAV,bird,18.0,3.0,60.0,0,44100
549,AM25_samples_split,20190701_203000.WAV,bird,21.0,3.0,60.0,0,44100
761,AM25_samples_split,20190701_203000.WAV,bird,24.0,3.0,60.0,0,44100
527,AM25_samples_split,20190701_203000.WAV,bird,27.0,3.0,60.0,0,44100
571,AM25_samples_split,20190702_081000.WAV,bird,51.0,3.0,60.0,0,44100
705,AM25_samples_split,20190702_081000.WAV,bird,57.0,3.0,60.0,0,44100
772,AM25_samples_split,20190702_103000.WAV,bird,0.0,3.0,60.0,0,44100
825,AM25_samples_split,20190702_103000.WAV,bird,30.0,3.0,60.0,0,44100
834,AM25_samples_split,20190702_103000.WAV,bird,33.0,3.0,60.0,0,44100
792,AM25_samples_split,20190702_103000.WAV,bird,39.0,3.0,60.0,0,44100
835,AM25_samples_split,20190702_103000.WAV,bird,42.0,3.0,60.0,0,44100
938,AM25_samples_split,20190702_103000.WAV,bird,45.0,3.0,60.0,0,44100
599,AM25_samples_split,20190702_103000.WAV,bird,48.0,3.0,60.0,0,44100
889,AM25_samples_split,20190702_103000.WAV,bird,54.0,3.0,60.0,0,44100
583,AM25_samples_split,20190702_103000.WAV,bird,57.0,3.0,60.0,0,44100
936,AM25_samples_split,20190702_103000.WAV,bird,15.0,3.0,60.0,0,44100
576,AM25_samples_split,20190702_103000.WAV,bird,18.0,3.0,60.0,0,44100
487,AM25_samples_split,20190702_103000.WAV,bird,27.0,3.0,60.0,0,44100
710,AM25_samples_split,20190703_083000.WAV,bird,42.0,3.0,60.0,0,44100
480,AM25_samples_split,20190703_083000.WAV,bird,6.0,3.0,60.0,0,44100
573,AM25_samples_split,20190703_083000.WAV,bird,15.0,3.0,60.0,0,44100
729,AM25_samples_split,20190705_171000.WAV,bird,9.0,3.0,60.0,0,44100
680,AM25_samples_split,20190705_171000.WAV,bird,12.0,3.0,60.0,0,44100
757,AM25_samples_split,20190705_171000.WAV,bird,15.0,3.0,60.0,0,44100
714,AM25_samples_split,20190705_171000.WAV,bird,18.0,3.0,60.0,0,44100
597,AM25_samples_split,20190705_171000.WAV,bird,21.0,3.0,60.0,0,44100
765,AM25_samples_split,20190705_171000.WAV,bird,24.0,3.0,60.0,0,44100
722,AM25_samples_split,20190705_171000.WAV,bird,27.0,3.0,60.0,0,44100
5165,AM26_samples_split,20190622_084000.WAV,bird,45.0,3.0,60.0,0,44100
5308,AM26_samples_split,20190622_084000.WAV,bird,21.0,3.0,60.0,0,44100
5294,AM26_samples_split,20190622_102000.WAV,bird,0.0,3.0,60.0,0,44100
5312,AM26_samples_split,20190622_102000.WAV,bird,30.0,3.0,60.0,0,44100
5290,AM26_samples_split,20190622_102000.WAV,bird,36.0,3.0,60.0,0,44100
5295,AM26_samples_split,20190622_102000.WAV,bird,39.0,3.0,60.0,0,44100
5273,AM26_samples_split,20190622_102000.WAV,bird,51.0,3.0,60.0,0,44100
5310,AM26_samples_split,20190622_102000.WAV,bird,6.0,3.0,60.0,0,44100
5272,AM26_samples_split,20190622_102000.WAV,bird,12.0,3.0,60.0,0,44100
5224,AM26_samples_split,20190622_113000.WAV,bird,0.0,3.0,60.0,0,44100
5055,AM26_samples_split,20190622_113000.WAV,bird,30.0,3.0,60.0,0,44100
5054,AM26_samples_split,20190622_113000.WAV,bird,33.0,3.0,60.0,0,44100
5044,AM26_samples_split,20190622_113000.WAV,bird,36.0,3.0,60.0,0,44100
5045,AM26_samples_split,20190622_113000.WAV,bird,39.0,3.0,60.0,0,44100
5064,AM26_samples_split,20190622_113000.WAV,bird,42.0,3.0,60.0,0,44100
5067,AM26_samples_split,20190622_113000.WAV,bird,45.0,3.0,60.0,0,44100
5081,AM26_samples_split,20190622_113000.WAV,bird,48.0,3.0,60.0,0,44100
5078,AM26_samples_split,20190622_113000.WAV,bird,51.0,3.0,60.0,0,44100
5271,AM26_samples_split,20190622_113000.WAV,bird,54.0,3.0,60.0,0,44100
5278,AM26_samples_split,20190622_113000.WAV,bird,57.0,3.0,60.0,0,44100
5228,AM26_samples_split,20190622_113000.WAV,bird,6.0,3.0,60.0,0,44100
5245,AM26_samples_split,20190622_113000.WAV,bird,9.0,3.0,60.0,0,44100
5191,AM26_samples_split,20190622_113000.WAV,bird,12.0,3.0,60.0,0,44100
5204,AM26_samples_split,20190622_113000.WAV,bird,15.0,3.0,60.0,0,44100
5188,AM26_samples_split,20190622_113000.WAV,bird,18.0,3.0,60.0,0,44100
5169,AM26_samples_split,20190622_113000.WAV,bird,21.0,3.0,60.0,0,44100
5131,AM26_samples_split,20190622_113000.WAV,bird,24.0,3.0,60.0,0,44100
5148,AM26_samples_split,20190622_113000.WAV,bird,27.0,3.0,60.0,0,44100
5182,AM26_samples_split,20190623_052000.WAV,bird,39.0,3.0,60.0,0,44100
5123,AM26_samples_split,20190623_052000.WAV,bird,57.0,3.0,60.0,0,44100
5314,AM26_samples_split,20190623_121000.WAV,bird,0.0,3.0,60.0,0,44100
5307,AM26_samples_split,20190623_121000.WAV,bird,3.0,3.0,60.0,0,44100
5192,AM26_samples_split,20190623_121000.WAV,bird,30.0,3.0,60.0,0,44100
5203,AM26_samples_split,20190623_121000.WAV,bird,33.0,3.0,60.0,0,44100
5187,AM26_samples_split,20190623_121000.WAV,bird,36.0,3.0,60.0,0,44100
5170,AM26_samples_split,20190623_121000.WAV,bird,39.0,3.0,60.0,0,44100
5223,AM26_samples_split,20190623_121000.WAV,bird,42.0,3.0,60.0,0,44100
5208,AM26_samples_split,20190623_121000.WAV,bird,45.0,3.0,60.0,0,44100
5229,AM26_samples_split,20190623_121000.WAV,bird,48.0,3.0,60.0,0,44100
5244,AM26_samples_split,20190623_121000.WAV,bird,51.0,3.0,60.0,0,44100
5128,AM26_samples_split,20190623_121000.WAV,bird,54.0,3.0,60.0,0,44100
5107,AM26_samples_split,20190623_121000.WAV,bird,57.0,3.0,60.0,0,44100
5289,AM26_samples_split,20190623_121000.WAV,bird,6.0,3.0,60.0,0,44100
5296,AM26_samples_split,20190623_121000.WAV,bird,9.0,3.0,60.0,0,44100
5253,AM26_samples_split,20190623_121000.WAV,bird,12.0,3.0,60.0,0,44100
5260,AM26_samples_split,20190623_121000.WAV,bird,15.0,3.0,60.0,0,44100
5279,AM26_samples_split,20190623_121000.WAV,bird,18.0,3.0,60.0,0,44100
5270,AM26_samples_split,20190623_121000.WAV,bird,21.0,3.0,60.0,0,44100
5076,AM26_samples_split,20190623_121000.WAV,bird,24.0,3.0,60.0,0,44100
5069,AM26_samples_split,20190624_064000.WAV,bird,0.0,3.0,60.0,0,44100
5062,AM26_samples_split,20190624_064000.WAV,bird,3.0,3.0,60.0,0,44100
5159,AM26_samples_split,20190624_064000.WAV,bird,36.0,3.0,60.0,0,44100
5157,AM26_samples_split,20190624_064000.WAV,bird,39.0,3.0,60.0,0,44100
5118,AM26_samples_split,20190624_064000.WAV,bird,42.0,3.0,60.0,0,44100
5098,AM26_samples_split,20190624_064000.WAV,bird,51.0,3.0,60.0,0,44100
5075,AM26_samples_split,20190624_064000.WAV,bird,6.0,3.0,60.0,0,44100
5084,AM26_samples_split,20190624_064000.WAV,bird,9.0,3.0,60.0,0,44100
5058,AM26_samples_split,20190624_064000.WAV,bird,15.0,3.0,60.0,0,44100
5287,AM26_samples_split,20190624_064000.WAV,bird,24.0,3.0,60.0,0,44100
5197,AM26_samples_split,20190625_130000.WAV,bird,0.0,3.0,60.0,0,44100
5198,AM26_samples_split,20190625_130000.WAV,bird,3.0,3.0,60.0,0,44100
5210,AM26_samples_split,20190625_130000.WAV,bird,30.0,3.0,60.0,0,44100
5221,AM26_samples_split,20190625_130000.WAV,bird,33.0,3.0,60.0,0,44100
5241,AM26_samples_split,20190625_130000.WAV,bird,36.0,3.0,60.0,0,44100
5232,AM26_samples_split,20190625_130000.WAV,bird,39.0,3.0,60.0,0,44100
5201,AM26_samples_split,20190625_130000.WAV,bird,42.0,3.0,60.0,0,44100
5194,AM26_samples_split,20190625_130000.WAV,bird,45.0,3.0,60.0,0,44100
5173,AM26_samples_split,20190625_130000.WAV,bird,48.0,3.0,60.0,0,44100
5184,AM26_samples_split,20190625_130000.WAV,bird,51.0,3.0,60.0,0,44100
5145,AM26_samples_split,20190625_130000.WAV,bird,54.0,3.0,60.0,0,44100
5134,AM26_samples_split,20190625_130000.WAV,bird,57.0,3.0,60.0,0,44100
5217,AM26_samples_split,20190625_130000.WAV,bird,12.0,3.0,60.0,0,44100
5215,AM26_samples_split,20190625_130000.WAV,bird,15.0,3.0,60.0,0,44100
5236,AM26_samples_split,20190625_130000.WAV,bird,18.0,3.0,60.0,0,44100
5237,AM26_samples_split,20190625_130000.WAV,bird,21.0,3.0,60.0,0,44100
5120,AM26_samples_split,20190625_130000.WAV,bird,24.0,3.0,60.0,0,44100
5116,AM26_samples_split,20190625_130000.WAV,bird,27.0,3.0,60.0,0,44100
5167,AM26_samples_split,20190625_201000.WAV,bird,33.0,3.0,60.0,0,44100
5149,AM26_samples_split,20190625_201000.WAV,bird,36.0,3.0,60.0,0,44100
5130,AM26_samples_split,20190625_201000.WAV,bird,39.0,3.0,60.0,0,44100
5106,AM26_samples_split,20190625_201000.WAV,bird,48.0,3.0,60.0,0,44100
5246,AM26_samples_split,20190625_201000.WAV,bird,54.0,3.0,60.0,0,44100
5212,AM26_samples_split,20190625_201000.WAV,bird,9.0,3.0,60.0,0,44100
